,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.21052631578947367,0.625,0.10526315789473684,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5384615384615385,0.8947368421052632,0.8947368421052632,0.0,0.8,0.20000000000000018,0.0,0.9,0.8421052631578947,0.0
1,1.0,0.21052631578947367,0.625,0.4736842105263158,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5384615384615385,0.8947368421052632,0.5789473684210525,0.0,0.8,0.20000000000000018,0.0,0.9,0.8421052631578947,0.0
2,1.0,0.3684210526315789,1.0,0.10526315789473684,0.0,1.0,0.0,1.0,0.0,1.0,0.5384615384615385,0.5384615384615385,0.5789473684210525,0.5789473684210525,0.0,0.8,0.20000000000000018,0.0,0.9,0.8421052631578947,0.0
3,1.0,0.21052631578947367,1.0,0.4736842105263158,0.0,1.0,0.0,1.0,0.0,1.0,0.5384615384615385,0.0,0.8947368421052632,0.8947368421052632,0.0,0.8,0.20000000000000018,0.0,0.9,0.8421052631578947,0.0
4,1.0,0.21052631578947367,0.625,0.10526315789473684,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8947368421052632,0.5789473684210525,0.0,0.8,0.20000000000000018,0.0,0.9,0.8421052631578947,0.0
5,1.0,0.21052631578947367,1.0,0.10526315789473684,0.0,1.0,0.0,1.0,0.0,1.0,0.5384615384615385,0.5384615384615385,0.8947368421052632,0.5789473684210525,0.0,0.8,0.20000000000000018,0.0,0.9,0.8421052631578947,0.0
6,1.0,0.21052631578947367,1.0,0.4736842105263158,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5384615384615385,0.8947368421052632,0.5789473684210525,0.0,0.8,0.20000000000000018,0.0,0.9,0.8421052631578947,0.6
7,1.0,0.21052631578947367,1.0,0.4736842105263158,0.0,1.0,0.0,1.0,0.0,1.0,0.5384615384615385,0.5384615384615385,0.5789473684210525,0.5789473684210525,0.0,0.8,0.20000000000000018,0.0,0.9,0.8421052631578947,1.0
8,1.0,0.21052631578947367,0.625,0.4736842105263158,0.0,1.0,0.0,1.0,0.0,1.0,0.5384615384615385,0.0,0.5789473684210525,0.5789473684210525,0.0,0.8,0.20000000000000018,0.0,0.9,0.8421052631578947,1.0
9,1.0,1.0,1.0,0.10526315789473684,0.0,1.0,0.0,1.0,0.0,1.0,0.5384615384615385,0.5384615384615385,0.8947368421052632,0.8947368421052632,0.0,0.8,0.20000000000000018,0.0,0.9,0.8421052631578947,0.0
10,0.0,1.0,0.0,0.8947368421052632,0.0,1.0,1.0,0.0,0.6,0.0,0.0,0.5384615384615385,0.8947368421052632,0.8947368421052632,0.0,0.8,1.0,1.0,0.9,0.8421052631578947,0.30000000000000004
