,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.5,0.5,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8,0.8,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.0
1,1.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,,0.6000000000000001,0.0,0.6666666666666666,0.5,0.0,0.75,,0.0
2,1.0,,1.0,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,,0.5,0.6000000000000001,0.6000000000000001,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.0
3,1.0,0.5,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.8,0.8,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.0
4,1.0,0.5,0.5,0.16666666666666666,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.8,0.6000000000000001,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.0
5,1.0,0.5,1.0,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.8,0.6000000000000001,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.0
6,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8,0.6000000000000001,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.6666666666666666
7,1.0,0.5,1.0,,0.0,1.0,,1.0,0.0,1.0,0.5,0.5,0.6000000000000001,0.6000000000000001,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,1.0
8,1.0,0.5,0.5,,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.6000000000000001,0.6000000000000001,0.0,0.6666666666666666,0.5,0.0,,0.75,1.0
9,1.0,1.0,1.0,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.8,0.8,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.0
10,0.0,1.0,0.0,0.8333333333333333,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.8,0.8,0.0,0.6666666666666666,1.0,1.0,0.75,,0.3333333333333333
11,1.0,1.0,0.5,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8,0.8,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.0
12,1.0,1.0,0.5,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.6000000000000001,0.8,0.0,0.6666666666666666,0.5,0.0,,0.75,0.6666666666666666
13,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6000000000000001,0.8,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.6666666666666666
14,1.0,1.0,0.5,0.16666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.6000000000000001,0.6000000000000001,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.0
15,1.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.8,0.8,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.0
16,1.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8,0.8,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,1.0
17,1.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8,0.8,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.6666666666666666
18,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.8,0.8,0.0,,1.0,,0.75,0.25,0.3333333333333333
19,1.0,0.5,1.0,0.16666666666666666,,1.0,0.0,1.0,,1.0,0.0,0.5,,0.6000000000000001,0.0,0.6666666666666666,0.5,0.0,0.75,0.75,0.6666666666666666
