,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,1.0,0.6666666666666666,0.4444444444444444,1.0,1.0,0.0,1.0,0.36363636363636365,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.14285714285714285,0.6000000000000001,0.8333333333333333
1,0.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.36363636363636365,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.2857142857142857,0.4,0.16666666666666666
2,0.0,0.0,0.6666666666666666,0.8888888888888888,1.0,1.0,0.0,0.0,0.4545454545454546,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.2857142857142857,0.4,0.5
3,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.0,1.0,0.4545454545454546,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.14285714285714285,0.6000000000000001,0.8333333333333333
4,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.0,0.36363636363636365,1.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,0.0,0.2857142857142857,0.0,0.16666666666666666
5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4545454545454546,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.14285714285714285,0.4,0.16666666666666666
6,0.0,0.0,0.6666666666666666,0.8888888888888888,1.0,1.0,0.0,0.0,0.18181818181818182,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.14285714285714285,0.4,0.5
7,0.0,0.0,1.0,0.8888888888888888,1.0,1.0,0.0,0.0,0.4545454545454546,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.2857142857142857,0.6000000000000001,0.5
8,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.0,1.0,0.6363636363636364,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.14285714285714285,0.8,0.16666666666666666
9,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.18181818181818182,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.14285714285714285,0.6000000000000001,0.5
10,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.18181818181818182,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.2857142857142857,0.4,0.16666666666666666
11,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4545454545454546,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.14285714285714285,0.6000000000000001,0.5
12,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.9090909090909092,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.2857142857142857,0.6000000000000001,0.16666666666666666
13,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.0,1.0,0.36363636363636365,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.2857142857142857,0.8,0.8333333333333333
14,0.0,1.0,0.0,0.4444444444444444,0.0,1.0,1.0,0.0,0.4545454545454546,1.0,1.0,0.0,1.0,0.875,0.0,1.0,0.5,0.0,0.14285714285714285,0.0,0.16666666666666666
15,0.0,0.8,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.36363636363636365,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.2857142857142857,1.0,0.8333333333333333
16,0.0,0.4,0.0,0.8888888888888888,0.0,1.0,1.0,0.0,0.36363636363636365,1.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,0.0,0.2857142857142857,0.0,0.16666666666666666
17,1.0,1.0,0.6666666666666666,0.4444444444444444,1.0,1.0,0.0,1.0,0.4545454545454546,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.14285714285714285,0.6000000000000001,0.16666666666666666
18,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,0.0,1.0,0.4545454545454546,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.2857142857142857,0.6000000000000001,0.8333333333333333
19,1.0,1.0,0.6666666666666666,0.4444444444444444,1.0,1.0,0.0,1.0,0.36363636363636365,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.2857142857142857,0.6000000000000001,0.8333333333333333
20,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.36363636363636365,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.2857142857142857,0.6000000000000001,0.5
21,1.0,1.0,1.0,0.4444444444444444,1.0,1.0,0.0,1.0,0.4545454545454546,0.0,1.0,0.6666666666666666,1.0,0.875,0.0,1.0,0.5,1.0,0.2857142857142857,0.8,0.16666666666666666
